"","CONTRIBUTION_ID","PERIOD_START","PERIOD_END","CONTRIBUTION_DATE","RECIPIENT","AMOUNT","LOBBYIST_ID","LOBBYIST_FIRST_NAME","LOBBYIST_LAST_NAME","CREATED_DATE","CONTRIBUTION_DATE3","recipient_surname"
"2995",7121,"07/01/2014","09/30/2014","09/30/2014","Alderman Deborah Graham","$150.00",17523,"Joseph","Pilewski","09/30/2014",2014-09-30,"Graham"
"2996",7793,"01/01/2014","03/31/2014","02/24/2014","Friends of Michelle Harris","$500.00",21564,"Graham","Grady","10/27/2014",2014-02-24,"Harris"
"2997",6665,"04/01/2014","06/30/2014","04/14/2014","Alderman Carrie Austin","$100.00",17229,"Sylvia","Michas","07/18/2014",2014-04-14,"Austin"
"2998",6928,"01/01/2014","03/31/2014","03/31/2014","Ald. Solis","$1000.00",20481,"John","George","08/18/2014",2014-03-31,"Solis"
"2999",6933,"04/01/2014","06/30/2014","06/14/2014","Citizens for Alderman Reilly","$1500.00",20481,"John","George","08/18/2014",2014-06-14,"Reilly"
"3000",7243,"07/01/2014","09/30/2014","09/02/2014","Hopkins for Chicago","$200.00",16336,"Donovan","Pepper","10/10/2014",2014-09-02,"Hopkins"
"3001",7242,"07/01/2014","09/30/2014","07/23/2014","Friends of Alyx Pattison","$75.00",16336,"Donovan","Pepper","10/10/2014",2014-07-23,NA
"3002",7170,"07/01/2014","09/30/2014","08/21/2014","The Burnham Committee","$250.00",21062,"Kate","Tragesser","10/03/2014",2014-08-21,NA
"3003",7744,"04/01/2014","06/30/2014","06/04/2014","Alderman Ameya Pawar","$300.00",21561,"MICHAEL","KASPER","10/27/2014",2014-06-04,"Pawar"
"3004",7747,"07/01/2014","09/30/2014","09/05/2014","Alderman Walter Burnett","$500.00",21561,"MICHAEL","KASPER","10/27/2014",2014-09-05,"Burnett"
"3005",7757,"01/01/2014","03/31/2014","03/12/2014","11th Ward Democratic Party","$500.00",21561,"MICHAEL","KASPER","10/27/2014",2014-03-12,NA
"3006",7753,"01/01/2014","03/31/2014","03/12/2014","Alderman Tim Cullerton","$250.00",21561,"MICHAEL","KASPER","10/27/2014",2014-03-12,"Cullerton"
"3007",7752,"01/01/2014","03/31/2014","02/13/2014","Alderman James Cappleman","$250.00",21561,"MICHAEL","KASPER","10/27/2014",2014-02-13,"Cappleman"
"3008",8356,"10/01/2014","12/31/2014","11/18/2014","Citizens for Jason Ervin","$500.00",22788,"Rolando","Acosta","01/20/2015",2014-11-18,"Ervin"
"3009",7673,"01/01/2014","03/31/2014","01/23/2014","Friends of Ald. Reilly","$1000.00",21485,"John","George","10/23/2014",2014-01-23,"Reilly"
"3010",8581,"01/01/2015","03/31/2015","03/31/2015","N/A","$0.00",22394,"Morgan","Bassey","04/02/2015",2015-03-31,NA
"3011",9161,"01/01/2015","03/31/2015","01/22/2015","Citizens For Carrie Austin","$250.00",22491,"Kathy","Brown","04/20/2015",2015-01-22,"Austin"
"3012",6749,"04/01/2014","06/30/2014","06/18/2014","Friends of Ameya Pawar","$1500.00",17276,"Jason","Lunderman","07/21/2014",2014-06-18,"Pawar"
"3013",7007,"01/01/2014","03/31/2014","02/13/2014","Alderman Margaret Laurino","$250.00",20683,"David","Dring","09/09/2014",2014-02-13,"Laurino"
"3014",7011,"04/01/2014","06/30/2014","06/04/2014","Alderman Harry Osterman","$300.00",20683,"David","Dring","09/09/2014",2014-06-04,"Osterman"
"3015",9687,"01/01/2015","03/31/2015","01/29/2015","Friends of JoAnn Thompson","$500.00",25081,"Michael","Sutton","05/29/2015",2015-01-29,"Thompson"
"3016",6784,"01/01/2014","03/31/2014","02/24/2014","Frinends of Walter Burnett","$300.00",20184,"Katriina","McGuire","07/22/2014",2014-02-24,"Burnett"
"3017",7244,"07/01/2014","09/30/2014","10/10/2014","none","$0.00",16297,"Eric","Locke","10/10/2014",2014-10-10,NA
"3018",7285,"07/01/2014","09/30/2014","09/26/2014","Alderman James Caqppelman","$100.00",21243,"Mark","Lenz","10/14/2014",2014-09-26,NA
"3019",7564,"07/01/2014","09/30/2014","09/15/2014","Citizens for Patrick O'Connor","$250.00",16816,"Pat","Doerr","10/22/2014",2014-09-15,"O'Connor"
"3020",8127,"10/01/2014","12/31/2014","11/18/2014","Committee to Elect Howard Brookins, Jr.","$150.00",16780,"Elizabeth","Lively","01/06/2015",2014-11-18,"Brookins"
"3021",8340,"10/01/2014","12/31/2014","10/23/2014","34th Ward Democratic Organization","$225.00",22102,"Kathy","Brown","01/20/2015",2014-10-23,NA
"3022",6845,"01/01/2014","03/31/2014","02/13/2014","Alderman Margaret Laurino","$250.00",20246,"COURTNEY","NOTTAGE","07/24/2014",2014-02-13,"Laurino"
"3023",6844,"01/01/2014","03/31/2014","02/13/2014","Alderman Patrick J. O'Connor","$500.00",20246,"COURTNEY","NOTTAGE","07/24/2014",2014-02-13,"O'Connor"
"3024",7443,"07/01/2014","09/30/2014","07/02/2014","Bob Fioretti","$50.00",21331,"Donna","Pugh","10/17/2014",2014-07-02,"Fioretti"
"3025",8105,"10/01/2014","12/31/2014","10/21/2014","8th Ward Democrats","$200.00",18894,"Paul","Williams","01/05/2015",2014-10-21,NA
"3026",8116,"10/01/2014","12/31/2014","10/07/2014","CITIZENS FOR P. J. O'CONNOR","$1500.00",19861,"John","Doerrer","01/06/2015",2014-10-07,NA
"3027",8322,"10/01/2014","12/31/2014","10/07/2014","Patrick Daley Thompson Campaign","$150.00",21781,"Kate","Tragesser","01/20/2015",2014-10-07,"Thompson"
"3028",7226,"07/01/2014","09/30/2014","09/22/2014","Alderman Deb Mell","$300.00",20683,"David","Dring","10/08/2014",2014-09-22,"Mell"
"3029",7225,"07/01/2014","09/30/2014","09/05/2014","Alderman Patrick J. O'Connor","$200.00",20683,"David","Dring","10/08/2014",2014-09-05,"O'Connor"
"3030",7223,"07/01/2014","09/30/2014","07/16/2014","Alderman Tom Tonney","$500.00",20683,"David","Dring","10/08/2014",2014-07-16,NA
"3031",8295,"10/01/2014","12/31/2014","12/23/2014","Citizens for Tunney","$500.00",20402,"James","Houlihan","01/16/2015",2014-12-23,"Tunney"
"3032",8180,"01/01/2014","03/31/2014","01/23/2014","Citizens to elect Deborah L Graham","$500.00",22486,"John","George","01/12/2015",2014-01-23,"Graham"
"3033",8187,"04/01/2014","06/30/2014","06/14/2014","Citizens for Alderman Reilly","$1500.00",22486,"John","George","01/12/2015",2014-06-14,"Reilly"
"3034",8193,"07/01/2014","09/30/2014","08/06/2014","Citizens to Elect Deborah L","$500.00",22486,"John","George","01/12/2015",2014-08-06,NA
"3035",6785,"04/01/2014","06/30/2014","06/30/2014","None","$0.00",16381,"Steven","Ginsberg","07/22/2014",2014-06-30,NA
"3036",6817,"10/01/2013","12/31/2013","11/26/2013","Friends of Will Burns","$50.00",20205,"Donna","Pugh","07/23/2014",2013-11-26,"Burns"
"3037",8645,"01/01/2015","03/31/2015","02/12/2015","Citizens for Michael Scott","$200.00",22753,"Mary","Minaghan dba MKM Services","04/06/2015",2015-02-12,"Scott"
"3038",8641,"01/01/2015","03/31/2015","01/05/2015","Citizens for Reboyras","$250.00",22753,"Mary","Minaghan dba MKM Services","04/06/2015",2015-01-05,"Reboyras"
"3039",8653,"01/01/2015","03/31/2015","03/20/2015","Friends of Michele Smith","$750.00",22978,"Jerry","Mickelson","04/06/2015",2015-03-20,"Smith"
"3040",8782,"01/01/2015","03/31/2015","02/09/2015","Citizens for Anthony Beal","$250.00",22489,"Robert","Molaro","04/10/2015",2015-02-09,NA
"3041",8305,"10/01/2014","12/31/2014","12/05/2014","Citizens for Waguespack","$150.00",17224,"Jonathan","Perman","01/19/2015",2014-12-05,"Waguespack"
"3042",8442,"10/01/2014","12/31/2014","10/30/2014","CL PAC","$150.00",17038,"Jorge","Perez","01/29/2015",2014-10-30,NA
"3043",7404,"07/01/2014","09/30/2014","09/24/2014","Danny Solis","$1000.00",21061,"Gery","Chico","10/17/2014",2014-09-24,"Solis"
"3044",7402,"07/01/2014","09/30/2014","08/19/2014","Roberto Maldonado","$500.00",21061,"Gery","Chico","10/17/2014",2014-08-19,"Maldonado"
"3045",8343,"10/01/2014","12/31/2014","12/04/2014","Alderman Pat Dowell","$1500.00",20581,"Michael","Brown","01/20/2015",2014-12-04,"Dowell"
"3046",6859,"01/01/2014","03/31/2014","03/12/2014","11th Ward Democratic Party","$500.00",20247,"David","Dring","07/24/2014",2014-03-12,NA
"3047",7384,"07/01/2014","09/30/2014","09/29/2014","U.S. Senator Dick Durbin","$1000.00",16687,"Jeanette","Sublett","10/16/2014",2014-09-29,NA
"3048",8804,"01/01/2015","03/31/2015","01/27/2015","Citizens to Elect Deborah L. Graham","$250.00",23521,"John","Corrigan","04/12/2015",2015-01-27,"Graham"
"3049",8688,"01/01/2015","03/31/2015","03/27/2015","Citizens for Raymond Lopez","$1000.00",24042,"Paul","Rosenfeld","04/08/2015",2015-03-27,"Lopez"
"3050",9023,"01/01/2015","03/31/2015","01/27/2015","Citizens for Lou Lang","$2500.00",22387,"Dennis","O'Sullivan","04/17/2015",2015-01-27,NA
"3051",9022,"01/01/2015","03/31/2015","01/27/2015","Friends of Don Harmon","$3000.00",22387,"Dennis","O'Sullivan","04/17/2015",2015-01-27,NA
"3052",8889,"01/01/2015","03/31/2015","02/12/2015","Alderman Danny Solis","$500.00",23621,"MICHAEL","KASPER","04/14/2015",2015-02-12,"Solis"
"3053",8888,"01/01/2015","03/31/2015","02/12/2015","Alderman Margaret Laurino","$500.00",23621,"MICHAEL","KASPER","04/14/2015",2015-02-12,"Laurino"
"3054",8886,"01/01/2015","03/31/2015","01/27/2015","Alderman Patrick J. O'Connor","$1000.00",23621,"MICHAEL","KASPER","04/14/2015",2015-01-27,"O'Connor"
"3055",8882,"01/01/2015","03/31/2015","01/20/2015","Alderman Deborah Graham","$500.00",23621,"MICHAEL","KASPER","04/14/2015",2015-01-20,"Graham"
"3056",8958,"01/01/2015","03/31/2015","03/02/2015","Friend for Michael Scott Jr","$100.00",22821,"YaFawn","Smith","04/16/2015",2015-03-02,"Scott"
"3057",8952,"01/01/2015","03/31/2015","01/07/2015","Citizens for Pat Dowell","$1500.00",22821,"YaFawn","Smith","04/16/2015",2015-01-07,"Dowell"
"3058",8947,"01/01/2015","03/31/2015","02/19/2015","Friends of Geoge A. Cardenas","$1500.00",22821,"YaFawn","Smith","04/16/2015",2015-02-19,"Cardenas"
"3059",8946,"01/01/2015","03/31/2015","02/27/2015","Committe To Elect Howard Brookins Jr.","$1500.00",22821,"YaFawn","Smith","04/16/2015",2015-02-27,"Brookins"
"3060",8201,"01/01/2014","03/31/2014","02/18/2014","Citizens for Tim Cullerton","$250.00",22487,"John","George","01/12/2015",2014-02-18,"Cullerton"
"3061",8200,"01/01/2014","03/31/2014","01/23/2014","Citizens to elect Deborah L Graham","$500.00",22487,"John","George","01/12/2015",2014-01-23,"Graham"
"3062",8211,"07/01/2014","09/30/2014","08/14/2014","Ald. Debra Silverman","$250.00",22487,"John","George","01/12/2015",2014-08-14,NA
"3063",8226,"10/01/2014","12/31/2014","12/04/2014","Alderman Ariel Reboyras","$250.00",20281,"James","Watson","01/12/2015",2014-12-04,"Reboyras"
"3064",8561,"01/01/2015","03/31/2015","03/18/2015","Friends of Alyx Pattison","$50.00",22533,"Catherine","Janes","04/01/2015",2015-03-18,NA
"3065",9191,"01/01/2015","03/31/2015","03/10/2015","Citizens for Reilly","$500.00",24361,"John","George","04/20/2015",2015-03-10,"Reilly"
"3066",9189,"01/01/2015","03/31/2015","02/06/2015","Citizens for Cappelman","$500.00",24361,"John","George","04/20/2015",2015-02-06,NA
"3067",9094,"01/01/2015","03/31/2015","02/11/2015","Friends of Summer","$250.00",23361,"Kate","Tragesser","04/17/2015",2015-02-11,NA
"3068",9211,"01/01/2015","03/31/2015","01/30/2015","Citizens for Pat O'Connor","$250.00",24425,"John","George","04/20/2015",2015-01-30,"O'Connor"
"3069",9313,"01/01/2015","03/31/2015","01/26/2015","Glenda Franklin","$250.00",22787,"John","Dunn","04/20/2015",2015-01-26,NA
"3070",9310,"01/01/2015","03/31/2015","01/26/2015","Ald. Michelle Harris","$250.00",22787,"John","Dunn","04/20/2015",2015-01-26,"Harris"
"3071",9307,"01/01/2015","03/31/2015","01/28/2015","Ald. Anthony Beale","$250.00",22787,"John","Dunn","04/20/2015",2015-01-28,"Beale"
"3072",9303,"01/01/2015","03/31/2015","02/13/2015","Ald. Emma Mitts","$500.00",22787,"John","Dunn","04/20/2015",2015-02-13,"Mitts"
"3073",8366,"10/01/2014","12/31/2014","10/29/2014","Friends of Edward M. Burke (ald sponsor - reception)","$1500.00",17395,"Arnold","Harris","01/23/2015",2014-10-29,"Burke"
"3074",8376,"01/01/2014","03/31/2014","01/23/2014","Friends of Ald. Reilly","$1000.00",22982,"John","George","01/26/2015",2014-01-23,"Reilly"
"3075",8374,"01/01/2014","03/31/2014","01/23/2014","Citizens to elect Deborah L Graham","$500.00",22982,"John","George","01/26/2015",2014-01-23,"Graham"
"3076",8392,"07/01/2014","09/30/2014","08/14/2014","Ald. Debra Silverman","$250.00",22982,"John","George","01/26/2015",2014-08-14,NA
"3077",8391,"07/01/2014","09/30/2014","09/30/2014","Friends of Dick Durbin","$500.00",22982,"John","George","01/26/2015",2014-09-30,NA
"3078",8631,"01/01/2015","03/31/2015","02/12/2015","Alderman Michelle A. Harris","$500.00",23622,"COURTNEY","NOTTAGE","04/06/2015",2015-02-12,"Harris"
"3079",8626,"01/01/2015","03/31/2015","01/27/2015","Alderman Patrick J. O'Connor","$1000.00",23622,"COURTNEY","NOTTAGE","04/06/2015",2015-01-27,"O'Connor"
"3080",9239,"01/01/2015","03/31/2015","02/04/2015","Friends of Nick Sposato","$150.00",22770,"Jonathan","Perman","04/20/2015",2015-02-04,"Sposato"
"3081",8352,"10/01/2014","12/31/2014","10/14/2014","Citizens To Elect  Anthony Beale","$1000.00",16831,"Michael","Sutton","01/20/2015",2014-10-14,"Beale"
"3082",7760,"01/01/2014","03/31/2014","03/12/2014","Alderman Tim Cullerton","$250.00",21562,"COURTNEY","NOTTAGE","10/27/2014",2014-03-12,"Cullerton"
"3083",7766,"04/01/2014","06/30/2014","06/04/2014","Alderman Will Burns","$1000.00",21562,"COURTNEY","NOTTAGE","10/27/2014",2014-06-04,"Burns"
"3084",7765,"04/01/2014","06/30/2014","06/04/2014","Alderman Harry Osterman","$300.00",21562,"COURTNEY","NOTTAGE","10/27/2014",2014-06-04,"Osterman"
"3085",7771,"07/01/2014","09/30/2014","09/05/2014","Alderman Walter Burnett","$500.00",21562,"COURTNEY","NOTTAGE","10/27/2014",2014-09-05,"Burnett"
"3086",8721,"01/01/2015","03/31/2015","01/20/2015","Alderman Will Burns","$500.00",23623,"David","Dring","04/09/2015",2015-01-20,"Burns"
"3087",7229,"07/01/2014","09/30/2014","07/28/2014","CITIZENS FOR REBROYAS","$500.00",19861,"John","Doerrer","10/08/2014",2014-07-28,NA
"3088",8285,"10/01/2014","12/31/2014","11/02/2014","Friends of Alderman John Pope","$1000.00",21541,"Gery","Chico","01/16/2015",2014-11-02,"Pope"
"3089",8284,"10/01/2014","12/31/2014","10/30/2014","Citizens for Deb Mell","$500.00",21541,"Gery","Chico","01/16/2015",2014-10-30,"Mell"
"3090",6753,"04/01/2014","06/30/2014","06/05/2014","19th Ward Democratic Organization","$1000.00",19281,"YaFawn","Smith","07/21/2014",2014-06-05,NA
"3091",9601,"01/01/2015","03/31/2015","02/04/2015","Citizens to Elect John Arena","$125.00",23163,"Peter","Eisenberg","05/05/2015",2015-02-04,"Arena"
"3092",8424,"10/01/2014","12/31/2014","11/24/2014","Friends of Mary O'Connor","$250.00",23004,"Bridget","O'Keefe","01/27/2015",2014-11-24,"O'Connor"
"3093",9112,"01/01/2015","03/31/2015","02/11/2015","Friends of Raul Reyes","$250.00",24344,"Gery","Chico","04/17/2015",2015-02-11,NA
"3094",9107,"01/01/2015","03/31/2015","02/18/2015","Citizens for Alderman Joe Moore","$100.00",24344,"Gery","Chico","04/17/2015",2015-02-18,"Moore"
"3095",9104,"01/01/2015","03/31/2015","02/18/2015","Citizens for Deborah Graham","$250.00",24344,"Gery","Chico","04/17/2015",2015-02-18,"Graham"
"3096",9103,"01/01/2015","03/31/2015","01/23/2015","Citizens for Jason Ervin","$250.00",24344,"Gery","Chico","04/17/2015",2015-01-23,"Ervin"
"3097",9102,"01/01/2015","03/31/2015","03/27/2015","Citizens to Elect Willie Cochran","$250.00",24344,"Gery","Chico","04/17/2015",2015-03-27,"Cochran"
"3098",9101,"01/01/2015","03/31/2015","02/13/2015","Friends of Alderman George Cardenas","$250.00",24344,"Gery","Chico","04/17/2015",2015-02-13,"Cardenas"
"3099",9099,"01/01/2015","03/31/2015","03/06/2015","Friends of Alderman Ed Burke","$1500.00",24344,"Gery","Chico","04/17/2015",2015-03-06,"Burke"
"3100",9123,"01/01/2015","03/31/2015","01/09/2015","Friends of Matt O'Shea","$250.00",22790,"Graham","Grady","04/17/2015",2015-01-09,"O'Shea"
"3101",9263,"01/01/2015","03/31/2015","01/20/2015","Alderman Leslie Hairston","$300.00",24442,"MICHAEL","KASPER","04/20/2015",2015-01-20,"Hairston"
"3102",9272,"01/01/2015","03/31/2015","02/12/2015","Alderman James Cappleman","$250.00",24443,"COURTNEY","NOTTAGE","04/20/2015",2015-02-12,"Cappleman"
"3103",9285,"01/01/2015","03/31/2015","02/12/2015","Alderman Michelle A. Harris","$500.00",24444,"David","Dring","04/20/2015",2015-02-12,"Harris"
"3104",6658,"04/01/2014","06/30/2014","06/04/2014","Alderman Ameya Pawar","$300.00",19704,"David","Dring","07/17/2014",2014-06-04,"Pawar"
"3105",7273,"07/01/2014","09/30/2014","09/22/2014","Alderman Deb Mell","$300.00",20681,"MICHAEL","KASPER","10/13/2014",2014-09-22,"Mell"
"3106",7272,"07/01/2014","09/30/2014","09/05/2014","Alderman Patrick J. O'Connor","$200.00",20681,"MICHAEL","KASPER","10/13/2014",2014-09-05,"O'Connor"
"3107",8288,"10/01/2014","12/31/2014","12/03/2014","Roderick T. Sawyer","$300.00",19061,"Christopher","Dunn","01/16/2015",2014-12-03,"Sawyer"
"3108",9404,"01/01/2015","03/31/2015","02/05/2015","Citizens for Austin","$250.00",24521,"Kate","Tragesser","04/24/2015",2015-02-05,"Austin"
"3109",6746,"04/01/2014","06/30/2014","06/02/2014","Ray Suarez","$500.00",17230,"Gery","Chico","07/21/2014",2014-06-02,"Suarez"
"3110",7434,"01/01/2014","03/31/2014","02/19/2014","Ald. Michelle A Harris","$500.00",21328,"John","George","10/17/2014",2014-02-19,"Harris"
"3111",7427,"01/01/2014","03/31/2014","03/06/2014","Ald. Leslie Hairston","$250.00",21328,"John","George","10/17/2014",2014-03-06,"Hairston"
"3112",7467,"07/01/2014","09/30/2014","09/15/2014","Neighbors for Rey Colon","$500.00",17289,"Rolando","Acosta","10/20/2014",2014-09-15,NA
"3113",7494,"07/01/2014","09/30/2014","08/22/2014","Ald Howard Brookins","$250.00",20064,"John","Dunn","10/20/2014",2014-08-22,"Brookins"
"3114",7488,"07/01/2014","09/30/2014","07/23/2014","Friends of Alyx Pattison","$1000.00",17276,"Jason","Lunderman","10/20/2014",2014-07-23,NA
"3115",6761,"04/01/2014","06/30/2014","04/08/2014","Hopkins for Chicago","$500.00",20162,"Lawrence","Suffredin","07/22/2014",2014-04-08,"Hopkins"
"3116",7516,"07/01/2014","09/30/2014","07/18/2014","Friends of Fioretti","$250.00",21401,"Rolando","Acosta","10/20/2014",2014-07-18,"Fioretti"
"3117",6674,"01/01/2014","03/31/2014","03/31/2014","Alderman Daniel Solis","$100.00",20105,"Sylvia","Michas","07/18/2014",2014-03-31,"Solis"
"3118",6675,"04/01/2014","06/30/2014","04/14/2014","Alderman Carrie Austin","$100.00",20105,"Sylvia","Michas","07/18/2014",2014-04-14,"Austin"
"3119",6981,"01/01/2014","03/31/2014","03/12/2014","Alderman Tim Cullerton","$250.00",20681,"MICHAEL","KASPER","09/09/2014",2014-03-12,"Cullerton"
"3120",6989,"04/01/2014","06/30/2014","04/16/2014","Alderman Mary O'Connor","$200.00",20681,"MICHAEL","KASPER","09/09/2014",2014-04-16,"O'Connor"
"3121",6995,"01/01/2014","03/31/2014","03/12/2014","Alderman Danny Solis","$500.00",20682,"COURTNEY","NOTTAGE","09/09/2014",2014-03-12,"Solis"
"3122",7000,"04/01/2014","06/30/2014","04/16/2014","Alderman Mary O'Connor","$200.00",20682,"COURTNEY","NOTTAGE","09/09/2014",2014-04-16,"O'Connor"
"3123",6999,"04/01/2014","06/30/2014","06/04/2014","Alderman Ameya Pawar","$300.00",20682,"COURTNEY","NOTTAGE","09/09/2014",2014-06-04,"Pawar"
"3124",7503,"07/01/2014","09/30/2014","09/02/2014","Friends of Natashia Holmes","$1500.00",19281,"YaFawn","Smith","10/20/2014",2014-09-02,"Holmes"
"3125",7419,"04/01/2014","06/30/2014","06/09/2014","19th Ward Democratic Organization","$250.00",21325,"John","George","10/17/2014",2014-06-09,NA
"3126",7417,"04/01/2014","06/30/2014","06/14/2014","Citizens for Alderman Reilly","$1500.00",21325,"John","George","10/17/2014",2014-06-14,"Reilly"
"3127",7571,"07/01/2014","09/30/2014","07/18/2014","Friends of Fioretti","$250.00",21464,"Michael","Ezgur","10/22/2014",2014-07-18,"Fioretti"
"3128",7799,"07/01/2014","09/30/2014","08/14/2014","Alderman Mary O'Connor","$300.00",21581,"Bridget","O'Keefe","10/27/2014",2014-08-14,"O'Connor"
"3129",6648,"04/01/2014","06/30/2014","06/27/2014","Citizens of Carrie M Austin","$500.00",17395,"Arnold","Harris","07/17/2014",2014-06-27,"Austin"
"3130",7241,"07/01/2014","09/30/2014","09/20/2014","Alderman Ameya Pawar","$500.00",20701,"Michael","Alexander","10/10/2014",2014-09-20,"Pawar"
"3131",7342,"07/01/2014","09/30/2014","09/25/2014","Alderman Nick Sposato","$150.00",16789,"Jeff","Riley","10/15/2014",2014-09-25,"Sposato"
"3132",7534,"04/01/2014","06/30/2014","06/14/2014","Citizens for Alderman Reilly","$1500.00",21442,"John","George","10/21/2014",2014-06-14,"Reilly"
"3133",7531,"04/01/2014","06/30/2014","06/03/2014","Citizens for Joe Moore","$500.00",21442,"John","George","10/21/2014",2014-06-03,"Moore"
"3134",8150,"10/01/2014","12/31/2014","10/23/2014","44th Ward Democratic Organization","$300.00",21643,"David","Dring","01/12/2015",2014-10-23,NA
"3135",7021,"01/01/2014","03/31/2014","02/24/2014","Citizens for Cappleman","$250.00",20701,"Michael","Alexander","09/10/2014",2014-02-24,"Cappleman"
"3136",6671,"04/01/2014","06/30/2014","06/09/2014","19th Ward Democratic Org","$250.00",17269,"Mary Kay","Bonoma","07/18/2014",2014-06-09,NA
"3137",7728,"04/01/2014","06/30/2014","06/30/2014","Burnham Committee","$1500.00",21541,"Gery","Chico","10/24/2014",2014-06-30,NA
"3138",8256,"10/01/2014","12/31/2014","10/14/2014","Friends of Walter Burnett, Jr.","$100.00",16816,"Pat","Doerr","01/13/2015",2014-10-14,"Burnett"
"3139",8321,"10/01/2014","12/31/2014","11/21/2014","Friends of Sean Starr","$100.00",17226,"John","Moore","01/20/2015",2014-11-21,NA
"3140",7294,"07/01/2014","09/30/2014","08/27/2014","Friends of Ray Suarez","$125.00",16780,"Elizabeth","Lively","10/14/2014",2014-08-27,"Suarez"
"3141",7291,"07/01/2014","09/30/2014","08/14/2014","Citizens for Patrick J. O'Connor","$200.00",16780,"Elizabeth","Lively","10/14/2014",2014-08-14,"O'Connor"
"3142",7289,"07/01/2014","09/30/2014","08/11/2014","Citizens for Maldonado","$500.00",16780,"Elizabeth","Lively","10/14/2014",2014-08-11,"Maldonado"
"3143",7302,"07/01/2014","09/30/2014","09/05/2014","Alderman Walter Burnett","$500.00",20682,"COURTNEY","NOTTAGE","10/14/2014",2014-09-05,"Burnett"
"3144",7300,"07/01/2014","09/30/2014","07/16/2014","Alderman Tom Tunney","$500.00",20682,"COURTNEY","NOTTAGE","10/14/2014",2014-07-16,"Tunney"
"3145",8419,"10/01/2014","12/31/2014","12/01/2014","Friends of Patrick D Thompson For Alderman","$1000.00",22983,"John","George","01/26/2015",2014-12-01,"Thompson"
"3146",8445,"10/01/2014","12/31/2014","12/15/2014","Alderman Ed Burke","$1000.00",17590,"Thomas","Livingston","01/29/2015",2014-12-15,"Burke"
"3147",8541,"01/01/2015","03/31/2015","01/29/2015","Friends of Michele Smith","$250.00",22431,"Paul","Rosenfeld","04/01/2015",2015-01-29,"Smith"
"3148",6831,"04/01/2014","06/30/2014","06/04/2014","Alderman Harry Osterman","$300.00",20244,"MICHAEL","KASPER","07/24/2014",2014-06-04,"Osterman"
"3149",6830,"04/01/2014","06/30/2014","04/16/2014","Alderman Mary O'Connor","$200.00",20244,"MICHAEL","KASPER","07/24/2014",2014-04-16,"O'Connor"
"3150",7489,"07/01/2014","09/30/2014","07/14/2014","City Clerk Susana Mendoza","$1500.00",17273,"Lisa","Ouzounian","10/20/2014",2014-07-14,"Mendoza"
"3151",7790,"07/01/2014","09/30/2014","09/05/2014","Alderman Patrick J. O'Connor","$200.00",21563,"David","Dring","10/27/2014",2014-09-05,"O'Connor"
"3152",7788,"07/01/2014","09/30/2014","09/05/2014","Alderman Walter Burnett","$500.00",21563,"David","Dring","10/27/2014",2014-09-05,"Burnett"
"3153",7786,"07/01/2014","09/30/2014","08/12/2014","Alderman Proco Joe Moreno (In-Kind Contribution)","$1210.70",21563,"David","Dring","10/27/2014",2014-08-12,"Moreno"
"3154",8752,"01/01/2015","03/31/2015","02/05/2015","FRIENDS OF JEN KRAMMER","$250.00",22378,"John","Doerrer","04/10/2015",2015-02-05,NA
"3155",8746,"01/01/2015","03/31/2015","01/27/2015","FRIENDS OF HAIRSTON","$250.00",22378,"John","Doerrer","04/10/2015",2015-01-27,NA
"3156",8741,"01/01/2015","03/31/2015","01/07/2015","FRIENDS OF O'SHEA","$250.00",22378,"John","Doerrer","04/10/2015",2015-01-07,NA
"3157",8826,"01/01/2015","03/31/2015","02/09/2015","MTC Jobs PAC - Ald. Emma Mitts (Fundraising reception)","$1000.00",22952,"Arnold","Harris","04/14/2015",2015-02-09,"Mitts"
"3158",8824,"01/01/2015","03/31/2015","02/09/2015","Citizens for Brendan Reilly (Ald.) (Reception Sponsor)","$1000.00",22952,"Arnold","Harris","04/14/2015",2015-02-09,"Reilly"
"3159",8822,"01/01/2015","03/31/2015","01/26/2015","Friends of Will Burns (Ald.) (Fundraiser)","$500.00",22952,"Arnold","Harris","04/14/2015",2015-01-26,"Burns"
"3160",10764,"04/01/2015","06/30/2015","04/01/2015","Friends of Christopher Vittorio","$250.00",26202,"John","Dunn","07/20/2015",2015-04-01,NA
"3161",10478,"01/01/2015","03/31/2015","01/15/2015","Ald. John Pope","$500.00",26202,"John","Dunn","07/13/2015",2015-01-15,"Pope"
"3162",10586,"04/01/2015","06/30/2015","06/16/2015","Alderman Brendan Reilly","$100.00",22811,"Jeff","Riley","07/16/2015",2015-06-16,"Reilly"
"3163",10811,"01/01/2015","03/31/2015","01/30/2015","Citizens to Elect John Arena","$250.00",26541,"John","George","07/21/2015",2015-01-30,"Arena"
"3164",10401,"04/01/2015","06/30/2015","06/30/2015","None","$0.00",22513,"John","Suzuki","07/10/2015",2015-06-30,NA
"3165",10861,"04/01/2015","06/30/2015","06/24/2015","Friends of Walter Barnett Jr.","$150.00",26588,"Lindsey","Gayles","07/22/2015",2015-06-24,NA
"3166",9983,"01/01/2015","03/31/2015","03/19/2015","Citizens to Elect John Arena","$1000.00",25722,"Jerome","Schain","06/26/2015",2015-03-19,"Arena"
